time,.data
2020/11/26/17:37:40.672430,1.0
2020/11/26/17:37:40.692472,1.0
2020/11/26/17:37:40.712613,1.0
2020/11/26/17:37:40.732459,1.0
2020/11/26/17:37:40.752401,1.0
2020/11/26/17:37:40.772604,1.0
2020/11/26/17:37:40.792655,1.0
2020/11/26/17:37:40.812504,1.0
2020/11/26/17:37:40.832506,1.0
2020/11/26/17:37:40.852361,1.0
2020/11/26/17:37:40.872683,1.0
2020/11/26/17:37:40.892415,1.0
2020/11/26/17:37:40.912609,1.0
2020/11/26/17:37:40.932418,1.0
2020/11/26/17:37:40.952442,1.0
2020/11/26/17:37:40.972460,1.0
2020/11/26/17:37:40.992571,1.0
2020/11/26/17:37:41.012451,1.0
2020/11/26/17:37:41.032685,1.0
2020/11/26/17:37:41.052517,1.0
2020/11/26/17:37:41.072393,1.0
2020/11/26/17:37:41.092819,1.0
2020/11/26/17:37:41.112461,1.0
2020/11/26/17:37:41.132582,1.0
2020/11/26/17:37:41.152407,1.0
2020/11/26/17:37:41.172518,1.0
2020/11/26/17:37:41.192516,1.0
2020/11/26/17:37:41.212507,1.0
2020/11/26/17:37:41.232448,1.0
2020/11/26/17:37:41.252546,1.0
2020/11/26/17:37:41.272480,1.0
2020/11/26/17:37:41.292689,1.0
2020/11/26/17:37:41.312544,1.0
2020/11/26/17:37:41.332416,1.0
2020/11/26/17:37:41.352591,1.0
2020/11/26/17:37:41.372563,1.0
2020/11/26/17:37:41.392403,1.0
2020/11/26/17:37:41.412374,1.0
2020/11/26/17:37:41.432456,1.0
2020/11/26/17:37:41.452355,1.0
2020/11/26/17:37:41.472479,1.0
2020/11/26/17:37:41.492687,1.0
2020/11/26/17:37:41.512507,1.0
2020/11/26/17:37:41.532465,1.0
2020/11/26/17:37:41.552386,1.0
2020/11/26/17:37:41.572472,1.0
2020/11/26/17:37:41.592421,1.0
2020/11/26/17:37:41.612492,1.0
2020/11/26/17:37:41.632514,1.0
2020/11/26/17:37:41.652385,1.0
2020/11/26/17:37:41.672427,1.0
2020/11/26/17:37:41.692412,1.0
2020/11/26/17:37:41.712468,1.0
2020/11/26/17:37:41.732464,1.0
2020/11/26/17:37:41.752446,1.0
2020/11/26/17:37:41.772414,1.0
2020/11/26/17:37:41.792673,1.0
2020/11/26/17:37:41.812554,1.0
2020/11/26/17:37:41.832612,1.0
2020/11/26/17:37:41.852297,1.0
2020/11/26/17:37:41.872315,1.0
2020/11/26/17:37:41.892369,1.0
2020/11/26/17:37:41.912620,1.0
2020/11/26/17:37:41.932443,1.0
2020/11/26/17:37:41.952596,1.0
2020/11/26/17:37:41.972435,1.0
2020/11/26/17:37:41.992549,1.0
2020/11/26/17:37:42.012373,1.0
2020/11/26/17:37:42.032435,1.0
2020/11/26/17:37:42.052615,1.0
2020/11/26/17:37:42.072378,1.0
2020/11/26/17:37:42.092663,1.0
2020/11/26/17:37:42.112563,1.0
2020/11/26/17:37:42.132571,1.0
2020/11/26/17:37:42.152398,1.0
2020/11/26/17:37:42.172461,1.0
2020/11/26/17:37:42.192578,1.0
2020/11/26/17:37:42.212427,1.0
2020/11/26/17:37:42.232517,1.0
2020/11/26/17:37:42.252477,1.0
2020/11/26/17:37:42.272438,1.0
2020/11/26/17:37:42.292519,1.0
2020/11/26/17:37:42.312618,1.0
2020/11/26/17:37:42.332609,1.0
2020/11/26/17:37:42.352383,1.0
2020/11/26/17:37:42.372591,1.0
2020/11/26/17:37:42.392417,1.0
2020/11/26/17:37:42.412488,1.0
2020/11/26/17:37:42.432422,1.0
2020/11/26/17:37:42.452350,1.0
2020/11/26/17:37:42.472479,1.0
2020/11/26/17:37:42.492620,1.0
2020/11/26/17:37:42.512528,1.0
2020/11/26/17:37:42.532390,1.0
2020/11/26/17:37:42.552377,1.0
2020/11/26/17:37:42.572415,1.0
2020/11/26/17:37:42.592591,1.0
2020/11/26/17:37:42.612478,0.833521618907
2020/11/26/17:37:42.632431,0.834066636317
2020/11/26/17:37:42.652328,0.834613208949
2020/11/26/17:37:42.672395,0.861381369166
2020/11/26/17:37:42.692484,0.861924550626
2020/11/26/17:37:42.712616,0.833648358935
2020/11/26/17:37:42.732482,0.834168664579
2020/11/26/17:37:42.752371,0.820600630763
