time,.header.seq,.header.stamp.secs,.header.stamp.nsecs,.header.frame_id,.position,.velocity
2020/11/26/17:48:56.246559,1,1606409336,246186971,,-0.0843800604343,-0.208381637931
2020/11/26/17:48:56.266284,2,1606409336,266132116,,-0.0802903175354,-0.159501686692
2020/11/26/17:48:56.286350,3,1606409336,286037921,,-0.0802903175354,-0.159501686692
2020/11/26/17:48:56.306387,4,1606409336,306159973,,-0.0772230029106,-0.109496586025
2020/11/26/17:48:56.326400,5,1606409336,325983047,,-0.0772230029106,-0.109496586025
2020/11/26/17:48:56.346410,6,1606409336,346175909,,-0.0802903175354,-0.0812708288431
2020/11/26/17:48:56.366359,7,1606409336,366182088,,-0.0802903175354,-0.0812708288431
2020/11/26/17:48:56.386428,8,1606409336,386154890,,-0.0741556882858,-0.0437280572951
2020/11/26/17:48:56.406325,9,1606409336,406018972,,-0.0741556882858,-0.0437280572951
2020/11/26/17:48:56.426318,10,1606409336,425925970,,-0.0721108317375,-0.0185165088624
2020/11/26/17:48:56.446335,11,1606409336,446063041,,-0.0721108317375,-0.0185165088624
2020/11/26/17:48:56.466670,12,1606409336,466299057,,-0.0721108317375,-0.0185165088624
2020/11/26/17:48:56.486430,13,1606409336,486157894,,-0.0700659453869,-0.00192660791799
2020/11/26/17:48:56.506330,14,1606409336,506072044,,-0.0700659453869,-0.00192660791799
2020/11/26/17:48:56.526315,15,1606409336,526120901,,-0.0721108317375,-0.000535510363989
2020/11/26/17:48:56.546418,16,1606409336,546051025,,-0.0721108317375,-0.000535510363989
2020/11/26/17:48:56.566423,17,1606409336,566168069,,-0.0608640313148,0.0262723956257
2020/11/26/17:48:56.586332,18,1606409336,586007118,,-0.0608640313148,0.0262723956257
2020/11/26/17:48:56.606290,19,1606409336,606059074,,-0.0639313459396,0.0242250971496
2020/11/26/17:48:56.626287,20,1606409336,626085996,,-0.0639313459396,0.0242250971496
2020/11/26/17:48:56.646393,21,1606409336,646219015,,-0.0649537742138,0.0171373728663
2020/11/26/17:48:56.666457,22,1606409336,666140079,,-0.0649537742138,0.0171373728663
2020/11/26/17:48:56.686434,23,1606409336,686222076,,-0.0649537742138,0.0171373728663
2020/11/26/17:48:56.706603,24,1606409336,706116914,,-0.0567742884159,0.0309121627361
2020/11/26/17:48:56.726334,25,1606409336,726079940,,-0.0567742884159,0.0309121627361
2020/11/26/17:48:56.746428,26,1606409336,746172904,,-0.0537070035934,0.0378056354821
2020/11/26/17:48:56.766370,27,1606409336,766073942,,-0.0537070035934,0.0378056354821
2020/11/26/17:48:56.786409,28,1606409336,786035060,,-0.0516621172428,0.0388590618968
2020/11/26/17:48:56.806415,29,1606409336,806196928,,-0.0516621172428,0.0388590618968
2020/11/26/17:48:56.826386,30,1606409336,826031923,,-0.0588191747665,0.0162524804473
2020/11/26/17:48:56.846567,31,1606409336,846090078,,-0.0588191747665,0.0162524804473
2020/11/26/17:48:56.866428,32,1606409336,866259098,,-0.0475723743439,0.0317895226181
2020/11/26/17:48:56.886395,33,1606409336,886182069,,-0.0475723743439,0.0317895226181
2020/11/26/17:48:56.906399,34,1606409336,906155109,,-0.0475723743439,0.0317895226181
2020/11/26/17:48:56.926365,35,1606409336,926170110,,-0.0506396889687,0.0249885246158
2020/11/26/17:48:56.946544,36,1606409336,946218013,,-0.0506396889687,0.0249885246158
2020/11/26/17:48:56.966473,37,1606409336,966178894,,-0.0414377748966,0.0399443358183
2020/11/26/17:48:56.986227,38,1606409336,986068964,,-0.0414377748966,0.0399443358183
2020/11/26/17:48:57.006235,39,1606409337,6076097,,-0.0445050895214,0.0315863713622
2020/11/26/17:48:57.026417,40,1606409337,26180028,,-0.0445050895214,0.0315863713622
2020/11/26/17:48:57.046446,41,1606409337,46175956,,-0.0383704602718,0.0377479270101
