time,.header.seq,.header.stamp.secs,.header.stamp.nsecs,.header.frame_id,.position,.velocity
1970/01/01/01:00:01.391000,1,1,391000000,,-0.304923146963,0.0
1970/01/01/01:00:01.412000,2,1,412000000,,-0.292299091816,0.0
1970/01/01/01:00:01.433000,3,1,432000000,,-0.315526753664,0.346168160439
1970/01/01/01:00:01.455000,4,1,454000000,,-0.306514978409,0.60821211338
1970/01/01/01:00:01.475000,5,1,475000000,,-0.291712850332,0.80575889349
1970/01/01/01:00:01.496000,6,1,496000000,,-0.300975292921,0.965372800827
1970/01/01/01:00:01.517000,7,1,517000000,,-0.292893707752,1.04564678669
1970/01/01/01:00:01.538000,8,1,538000000,,-0.29981559515,1.08772861958
1970/01/01/01:00:01.559000,9,1,559000000,,-0.31659963727,1.07043242455
1970/01/01/01:00:01.580000,10,1,579000000,,-0.306508928537,0.991375207901
1970/01/01/01:00:01.601000,11,1,601000000,,-0.312344789505,0.901055335999
1970/01/01/01:00:01.622000,12,1,622000000,,-0.31367495656,0.785427331924
1970/01/01/01:00:01.643000,13,1,642000000,,-0.3034684062,0.664677202702
1970/01/01/01:00:01.664000,14,1,663000000,,-0.295429080725,0.553618490696
1970/01/01/01:00:01.685000,15,1,685000000,,-0.300067961216,0.450852960348
1970/01/01/01:00:01.706000,16,1,705000000,,-0.323014110327,0.3499520123
1970/01/01/01:00:01.727000,17,1,727000000,,-0.310116916895,0.20255997777
1970/01/01/01:00:01.748000,18,1,747000000,,-0.29319819808,0.106709375978
1970/01/01/01:00:01.769000,19,1,768000000,,-0.307648807764,0.0487130470574
1970/01/01/01:00:01.790000,20,1,789000000,,-0.29230478406,-0.0263142269105
1970/01/01/01:00:01.810000,21,1,810000000,,-0.297702670097,-0.0605239421129
1970/01/01/01:00:01.832000,22,1,831000000,,-0.309390902519,-0.0960288271308
1970/01/01/01:00:01.853000,23,1,853000000,,-0.314122438431,-0.14451161027
1970/01/01/01:00:01.874000,24,1,874000000,,-0.324897229671,-0.185192361474
1970/01/01/01:00:01.895000,25,1,895000000,,-0.31148865819,-0.230875223875
1970/01/01/01:00:01.916000,26,1,915000000,,-0.297816008329,-0.236416772008
1970/01/01/01:00:01.937000,27,1,937000000,,-0.32108387351,-0.207761391997
1970/01/01/01:00:01.958000,28,1,957000000,,-0.30597615242,-0.217553287745
1970/01/01/01:00:01.979000,29,1,978000000,,-0.302634090185,-0.192068323493
1970/01/01/01:00:02.000000,30,1,999000000,,-0.308851122856,-0.158091515303
1970/01/01/01:00:02.021000,31,2,20000000,,-0.296514540911,-0.135071143508
1970/01/01/01:00:02.042000,32,2,42000000,,-0.305644512177,-0.0873154252768
1970/01/01/01:00:02.063000,33,2,63000000,,-0.309289962053,-0.0625363513827
1970/01/01/01:00:02.084000,34,2,83000000,,-0.304125845432,-0.0469127632678
1970/01/01/01:00:02.105000,35,2,104000000,,-0.31692931056,-0.0225629713386
