time,.header.seq,.header.stamp.secs,.header.stamp.nsecs,.header.frame_id,.position,.velocity
1970/01/01/01:00:00.620000,1,0,620000000,,-0.184473246336,0.0
1970/01/01/01:00:00.640000,2,0,640000000,,-0.193485021591,0.0
1970/01/01/01:00:00.661000,3,0,660000000,,-0.208287149668,-0.322475016117
1970/01/01/01:00:00.679000,4,0,680000000,,-0.199024707079,-0.562727749348
1970/01/01/01:00:00.700000,5,0,700000000,,-0.207106292248,-0.825259625912
1970/01/01/01:00:00.721000,6,0,720000000,,-0.20018440485,-0.987555205822
1970/01/01/01:00:00.740000,7,0,740000000,,-0.18340036273,-1.06084156036
1970/01/01/01:00:00.760000,8,0,760000000,,-0.193491071463,-1.05835235119
1970/01/01/01:00:00.780000,9,0,780000000,,-0.187655210495,-1.03331553936
1970/01/01/01:00:00.800000,10,0,800000000,,-0.18632504344,-0.964429140091
1970/01/01/01:00:00.821000,11,0,820000000,,-0.1965315938,-0.869706749916
1970/01/01/01:00:00.841000,12,0,841000000,,-0.204570919275,-0.777294754982
1970/01/01/01:00:00.861000,13,0,860000000,,-0.199932038784,-0.686396360397
1970/01/01/01:00:00.880000,14,0,880000000,,-0.176985889673,-0.577903032303
1970/01/01/01:00:00.900000,15,0,900000000,,-0.189883083105,-0.434007257223
1970/01/01/01:00:00.921000,16,0,920000000,,-0.20680180192,-0.309834033251
1970/01/01/01:00:00.940000,17,0,940000000,,-0.20680180192,-0.309834033251
1970/01/01/01:00:00.961000,18,0,961000000,,-0.192351192236,-0.234068244696
1970/01/01/01:00:00.980000,19,0,980000000,,-0.20769521594,-0.129540920258
1970/01/01/01:00:01.000000,20,1,0,,-0.202297329903,-0.0695559978485
1970/01/01/01:00:01.021000,21,1,20000000,,-0.190609097481,-0.00796101987362
1970/01/01/01:00:01.040000,22,1,40000000,,-0.185877561569,0.0637096241117
1970/01/01/01:00:01.061000,23,1,60000000,,-0.175102770329,0.128902211785
1970/01/01/01:00:01.080000,24,1,80000000,,-0.18851134181,0.196918904781
1970/01/01/01:00:01.101000,25,1,100000000,,-0.202183991671,0.222449913621
1970/01/01/01:00:01.121000,26,1,120000000,,-0.17891612649,0.211979061365
1970/01/01/01:00:01.141000,27,1,140000000,,-0.19402384758,0.237265959382
1970/01/01/01:00:01.160000,28,1,160000000,,-0.197365909815,0.221493512392
1970/01/01/01:00:01.181000,29,1,180000000,,-0.191148877144,0.194465145469
1970/01/01/01:00:01.201000,30,1,200000000,,-0.203485459089,0.176738977432
1970/01/01/01:00:01.220000,31,1,220000000,,-0.194355487823,0.131392478943
1970/01/01/01:00:01.241000,32,1,240000000,,-0.190710037947,0.106802947819
1970/01/01/01:00:01.261000,33,1,260000000,,-0.195874154568,0.0897792801261
1970/01/01/01:00:01.280000,34,1,280000000,,-0.18307068944,0.0614147931337
1970/01/01/01:00:01.300000,35,1,300000000,,-0.20344850421,0.0592456720769
1970/01/01/01:00:01.320000,36,1,320000000,,-0.21080327034,0.0215011201799
1970/01/01/01:00:01.340000,37,1,340000000,,-0.207924097776,-0.0273701697588
1970/01/01/01:00:01.361000,38,1,360000000,,-0.207924097776,-0.0273701697588
1970/01/01/01:00:01.380000,39,1,380000000,,-0.20458573103,-0.0595462992787
1970/01/01/01:00:01.401000,40,1,401000000,,-0.201261430979,-0.0781174227595
1970/01/01/01:00:01.421000,41,1,420000000,,-0.185926496983,-0.0847827643156
1970/01/01/01:00:01.441000,42,1,440000000,,-0.196862339973,-0.0603414289653
1970/01/01/01:00:01.461000,43,1,461000000,,-0.185944408178,-0.0570547282696
1970/01/01/01:00:01.481000,44,1,480000000,,-0.201652318239,-0.0331343226135
1970/01/01/01:00:01.501000,45,1,500000000,,-0.196354568005,-0.0396292842925
1970/01/01/01:00:01.520000,46,1,520000000,,-0.182377189398,-0.0342715606093
1970/01/01/01:00:01.540000,47,1,540000000,,-0.183069348335,-0.00412215432152
1970/01/01/01:00:01.560000,48,1,560000000,,-0.210197687149,0.0197440888733
1970/01/01/01:00:01.580000,49,1,580000000,,-0.199646383524,-0.00872470624745
1970/01/01/01:00:01.600000,50,1,600000000,,-0.194456994534,-0.0134758464992
1970/01/01/01:00:01.621000,51,1,620000000,,-0.196365654469,-0.00809616036713
1970/01/01/01:00:01.641000,52,1,641000000,,-0.189950913191,-0.00636716606095
1970/01/01/01:00:01.661000,53,1,660000000,,-0.181675970554,0.00584697164595
1970/01/01/01:00:01.680000,54,1,680000000,,-0.204966276884,0.0319995842874
1970/01/01/01:00:01.701000,55,1,701000000,,-0.181500524282,0.0115126091987
1970/01/01/01:00:01.721000,56,1,720000000,,-0.185277193785,0.0353313051164
1970/01/01/01:00:01.740000,57,1,740000000,,-0.193403035402,0.0455043204129
1970/01/01/01:00:01.761000,58,1,760000000,,-0.18385669589,0.0382637120783
1970/01/01/01:00:01.780000,59,1,780000000,,-0.18385669589,0.0382637120783
1970/01/01/01:00:01.800000,60,1,800000000,,-0.194211214781,0.0478269681334
1970/01/01/01:00:01.821000,61,1,820000000,,-0.200353503227,0.0358553230762
1970/01/01/01:00:01.840000,62,1,840000000,,-0.195966929197,0.0138910934329
1970/01/01/01:00:01.860000,63,1,860000000,,-0.213216274977,0.00289816549048
1970/01/01/01:00:01.881000,64,1,881000000,,-0.198003858328,-0.0364831015468
1970/01/01/01:00:01.901000,65,1,901000000,,-0.213205128908,-0.0410791188478
1970/01/01/01:00:01.921000,66,1,920000000,,-0.198344260454,-0.0699714422226
1970/01/01/01:00:01.940000,67,1,940000000,,-0.191859066486,-0.0655035823584
1970/01/01/01:00:01.960000,68,1,960000000,,-0.197830200195,-0.0479524694383
1970/01/01/01:00:01.981000,69,1,980000000,,-0.21288600564,-0.04212930426
1970/01/01/01:00:02.001000,70,2,0,,-0.202647507191,-0.0630660951138
1970/01/01/01:00:02.022000,71,2,21000000,,-0.222706109285,-0.0591151453555
1970/01/01/01:00:02.040000,72,2,40000000,,-0.201493918896,-0.0887787863612
1970/01/01/01:00:02.061000,73,2,60000000,,-0.202074766159,-0.0729192569852
1970/01/01/01:00:02.081000,74,2,80000000,,-0.192516237497,-0.0581440590322
1970/01/01/01:00:02.100000,75,2,100000000,,-0.198967337608,-0.0285444557667
1970/01/01/01:00:02.120000,76,2,120000000,,-0.196416676044,-0.0129351485521
1970/01/01/01:00:02.141000,77,2,140000000,,-0.208221822977,0.00575860217214
1970/01/01/01:00:02.160000,78,2,160000000,,-0.204997271299,-0.000484078482259
1970/01/01/01:00:02.180000,79,2,180000000,,-0.187311917543,1.55578163685e-05
1970/01/01/01:00:02.200000,80,2,200000000,,-0.187311917543,1.55578163685e-05
1970/01/01/01:00:02.221000,81,2,220000000,,-0.20684081316,0.0313774123788
1970/01/01/01:00:02.240000,82,2,240000000,,-0.195245832205,0.0219771508127
1970/01/01/01:00:02.260000,83,2,260000000,,-0.207963883877,0.0336890593171
1970/01/01/01:00:02.281000,84,2,281000000,,-0.192682057619,0.0205348860472
1970/01/01/01:00:02.301000,85,2,300000000,,-0.202518224716,0.035740621388
1970/01/01/01:00:02.322000,86,2,321000000,,-0.204392910004,0.0290581360459
1970/01/01/01:00:02.340000,87,2,340000000,,-0.205694228411,0.0191848091781
1970/01/01/01:00:02.363000,88,2,363000000,,-0.200419783592,0.00803968962282
1970/01/01/01:00:02.380000,89,2,380000000,,-0.211759001017,0.0077336342074
1970/01/01/01:00:02.401000,90,2,401000000,,-0.204097896814,-0.0107075702399
1970/01/01/01:00:02.420000,91,2,420000000,,-0.181396275759,-0.0140675269067
1970/01/01/01:00:02.440000,92,2,440000000,,-0.214739233255,0.0216153245419
1970/01/01/01:00:02.461000,93,2,461000000,,-0.224179267883,-0.00759673910215
1970/01/01/01:00:02.480000,94,2,480000000,,-0.212221652269,-0.0466986782849
1970/01/01/01:00:02.501000,95,2,501000000,,-0.213584154844,-0.0563841797411
1970/01/01/01:00:02.520000,96,2,520000000,,-0.196583420038,-0.0647039562464
1970/01/01/01:00:02.541000,97,2,540000000,,-0.200776964426,-0.0394531786442
1970/01/01/01:00:02.560000,98,2,560000000,,-0.19886046648,-0.0244658999145
1970/01/01/01:00:02.581000,99,2,580000000,,-0.207125872374,-0.00782214011997
1970/01/01/01:00:02.600000,100,2,600000000,,-0.212069571018,-0.00823891814798
1970/01/01/01:00:02.621000,101,2,620000000,,-0.212069571018,-0.00823891814798
1970/01/01/01:00:02.641000,102,2,641000000,,-0.223467379808,-0.0169321764261
1970/01/01/01:00:02.661000,103,2,661000000,,-0.210712850094,-0.0434432700276
1970/01/01/01:00:02.680000,104,2,680000000,,-0.19482666254,-0.0414443463087
1970/01/01/01:00:02.700000,105,2,700000000,,-0.194036155939,-0.0104677919298
1970/01/01/01:00:02.720000,106,2,720000000,,-0.198442518711,0.0169101189822
1970/01/01/01:00:02.740000,107,2,740000000,,-0.217205315828,0.0312122367322
1970/01/01/01:00:02.761000,108,2,760000000,,-0.213604360819,0.00905457045883
1970/01/01/01:00:02.781000,109,2,781000000,,-0.205036371946,-0.00329536246136
1970/01/01/01:00:02.800000,110,2,800000000,,-0.203674823046,0.0016093965387
1970/01/01/01:00:02.820000,111,2,820000000,,-0.211026668549,0.00798796769232
1970/01/01/01:00:02.841000,112,2,841000000,,-0.216068089008,0.000102160702227
1970/01/01/01:00:02.860000,113,2,860000000,,-0.217675358057,-0.0145128928125
1970/01/01/01:00:02.882000,114,2,882000000,,-0.189467817545,-0.0303245726973
1970/01/01/01:00:02.900000,115,2,900000000,,-0.223002701998,0.00782486982644
1970/01/01/01:00:02.920000,116,2,920000000,,-0.224152088165,-0.0196087025106
1970/01/01/01:00:02.940000,117,2,940000000,,-0.197646200657,-0.0458632074296
1970/01/01/01:00:02.960000,118,2,960000000,,-0.206824868917,-0.0198816210032
1970/01/01/01:00:02.981000,119,2,980000000,,-0.198246836662,-0.0115743391216
1970/01/01/01:00:03.001000,120,3,1000000,,-0.2062471807,0.0121914343908
1970/01/01/01:00:03.021000,121,3,20000000,,-0.198849081993,0.0163311734796
1970/01/01/01:00:03.041000,122,3,41000000,,-0.208893686533,0.0321001969278
1970/01/01/01:00:03.061000,123,3,61000000,,-0.208893686533,0.0321001969278
1970/01/01/01:00:03.080000,124,3,80000000,,-0.192054361105,0.0263794772327
1970/01/01/01:00:03.101000,125,3,100000000,,-0.20617377758,0.0501492656767
1970/01/01/01:00:03.120000,126,3,120000000,,-0.220667928457,0.0432489812374
1970/01/01/01:00:03.141000,127,3,140000000,,-0.204402178526,0.0121451895684
1970/01/01/01:00:03.161000,128,3,160000000,,-0.202696979046,0.0130085898563
1970/01/01/01:00:03.180000,129,3,180000000,,-0.208584308624,0.0161679405719
1970/01/01/01:00:03.201000,130,3,201000000,,-0.214693814516,0.00788295269012
1970/01/01/01:00:03.220000,131,3,220000000,,-0.209725886583,-0.00994797889143
1970/01/01/01:00:03.241000,132,3,240000000,,-0.197263658047,-0.0156302638352
1970/01/01/01:00:03.260000,133,3,260000000,,-0.216054290533,0.00205520447344
1970/01/01/01:00:03.281000,134,3,280000000,,-0.206259071827,-0.0162824746221
1970/01/01/01:00:03.301000,135,3,300000000,,-0.21554094553,-0.0137031422928
1970/01/01/01:00:03.321000,136,3,320000000,,-0.211683213711,-0.0266623720527
1970/01/01/01:00:03.340000,137,3,340000000,,-0.223166406155,-0.0304915383458
1970/01/01/01:00:03.360000,138,3,360000000,,-0.225999295712,-0.0513678155839
1970/01/01/01:00:03.381000,139,3,381000000,,-0.202961057425,-0.0738145112991
1970/01/01/01:00:03.400000,140,3,400000000,,-0.195976018906,-0.04823256284
1970/01/01/01:00:03.420000,141,3,420000000,,-0.207647413015,-0.0130862845108
1970/01/01/01:00:03.440000,142,3,440000000,,-0.224658310413,-0.00397311430424
1970/01/01/01:00:03.460000,143,3,460000000,,-0.224658310413,-0.00397311430424
1970/01/01/01:00:03.481000,144,3,480000000,,-0.211669385433,-0.0260619036853
1970/01/01/01:00:03.501000,145,3,500000000,,-0.211855888367,-0.0206354111433
1970/01/01/01:00:03.520000,146,3,520000000,,-0.21356266737,-0.0157170575112
1970/01/01/01:00:03.542000,147,3,541000000,,-0.210939317942,-0.0140600800514
1970/01/01/01:00:03.561000,148,3,561000000,,-0.207395344973,-0.00789106357843
1970/01/01/01:00:03.580000,149,3,580000000,,-0.229144752026,0.00455048354343
1970/01/01/01:00:03.601000,150,3,600000000,,-0.218634337187,-0.0225869920105
1970/01/01/01:00:03.621000,151,3,620000000,,-0.195404052734,-0.0273657217622
1970/01/01/01:00:03.641000,152,3,640000000,,-0.202485054731,0.0105988718569
1970/01/01/01:00:03.662000,153,3,661000000,,-0.21116143465,0.0292048547417
1970/01/01/01:00:03.681000,154,3,681000000,,-0.211330980062,0.0283720605075
1970/01/01/01:00:03.700000,155,3,700000000,,-0.208435595036,0.0263536144048
1970/01/01/01:00:03.720000,156,3,720000000,,-0.230608582497,0.028898993507
1970/01/01/01:00:03.740000,157,3,740000000,,-0.202950894833,-0.00721734715626
1970/01/01/01:00:03.761000,158,3,760000000,,-0.227007746696,0.00983436685055
1970/01/01/01:00:03.780000,159,3,780000000,,-0.228529125452,-0.0185290202498
