time,.header.seq,.header.stamp.secs,.header.stamp.nsecs,.header.frame_id,.controller_type,.setpoint_trajectory,.setpoint_frequency,.setpoint_mean,.setpoint_amplitude,.shutdown
1970/01/01/01:01:01.355000,1,61,354000000,,4,7,1.0,-0.5,0.0,False
1970/01/01/01:01:11.355000,2,71,354000000,,4,0,0.0500000007451,-0.5,0.20000000298,False
1970/01/01/01:02:12.366000,3,132,362000000,,1,1,0.10000000149,-0.5,0.0,True
