time,.header.seq,.header.stamp.secs,.header.stamp.nsecs,.header.frame_id,.position,.velocity,.acceleration
2020/11/26/18:34:31.262634,1,1606412071,262351989,,-0.619899868965,-0.0482775047421,0.010905883275
2020/11/26/18:34:31.263065,2,1606412071,262743949,,-0.499996304512,0.0603185780346,-3.34867792162e-07
2020/11/26/18:34:31.283354,3,1606412071,282850980,,-0.498787134886,0.0603174716234,-0.000110321256216
2020/11/26/18:34:31.303191,4,1606412071,302846908,,-0.497581094503,0.0603141672909,-0.000220019777771
2020/11/26/18:34:31.323160,5,1606412071,322846889,,-0.496374845505,0.0603086687624,-0.000329736474669
2020/11/26/18:34:31.343514,6,1606412071,342933893,,-0.495162844658,0.0603009350598,-0.000439978612121
2020/11/26/18:34:31.363968,7,1606412071,362991094,,-0.493953555822,0.0602910071611,-0.000549974443857
2020/11/26/18:34:31.383855,8,1606412071,383116006,,-0.49274033308,0.0602788291872,-0.000660328019876
2020/11/26/18:34:31.403209,9,1606412071,402925014,,-0.491546988487,0.0602646805346,-0.000768870639149
2020/11/26/18:34:31.423042,10,1606412071,422812938,,-0.490348488092,0.0602483041584,-0.000877885031514
2020/11/26/18:34:31.443160,11,1606412071,442941904,,-0.489136129618,0.0602295249701,-0.00098815956153
2020/11/26/18:34:31.463466,12,1606412071,462968111,,-0.487929016352,0.0602086186409,-0.0010979550425
2020/11/26/18:34:31.483274,13,1606412071,482877016,,-0.486731380224,0.0601856894791,-0.00120688951574
2020/11/26/18:34:31.503224,14,1606412071,502986907,,-0.485521554947,0.0601603165269,-0.00131693505682
2020/11/26/18:34:31.523665,15,1606412071,522921085,,-0.484321981668,0.0601329654455,-0.00142604543362
2020/11/26/18:34:31.543345,16,1606412071,542910099,,-0.483120590448,0.0601033754647,-0.00153532321565
2020/11/26/18:34:31.563398,17,1606412071,562860012,,-0.481919795275,0.0600716024637,-0.00164454523474
2020/11/26/18:34:31.583291,18,1606412071,582937955,,-0.480716407299,0.0600375533104,-0.00175400171429
2020/11/26/18:34:31.603077,19,1606412071,602885961,,-0.479519069195,0.0600014738739,-0.00186290882993
2020/11/26/18:34:31.623943,20,1606412071,622994899,,-0.478311210871,0.0599628537893,-0.00197277450934
2020/11/26/18:34:31.643202,21,1606412071,642882108,,-0.477120578289,0.0599225945771,-0.0020810731221
2020/11/26/18:34:31.663075,22,1606412071,662826061,,-0.475926071405,0.0598800107837,-0.00218972284347
2020/11/26/18:34:31.683872,23,1606412071,682952880,,-0.499421417713,0.0603183284402,-5.26264921064e-05
2020/11/26/18:34:31.703143,24,1606412071,702919960,,-0.498217791319,0.0603161863983,-0.000162106574862
2020/11/26/18:34:31.723223,25,1606412071,722932100,,-0.49701076746,0.0603118427098,-0.000271894678008
2020/11/26/18:34:31.743636,26,1606412071,742949962,,-0.495802849531,0.0603052973747,-0.00038176443195
2020/11/26/18:34:31.763213,27,1606412071,762974023,,-0.494596064091,0.0602965578437,-0.0004915339523
2020/11/26/18:34:31.783638,28,1606412071,782995939,,-0.493388235569,0.0602856092155,-0.000601395382546
2020/11/26/18:34:31.803149,29,1606412071,802875041,,-0.492190480232,0.06027257815,-0.000710339518264
2020/11/26/18:34:31.823392,30,1606412071,822999954,,-0.49097776413,0.0602571740746,-0.00082064588787
2020/11/26/18:34:31.843452,31,1606412071,842909097,,-0.489777565002,0.0602397397161,-0.000929815520067
2020/11/26/18:34:31.863306,32,1606412071,862930059,,-0.488572239876,0.0602200329304,-0.00103944924194
2020/11/26/18:34:31.883262,33,1606412071,882865905,,-0.487371832132,0.0601982213557,-0.00114863505587
2020/11/26/18:34:31.903147,34,1606412071,902854919,,-0.486168891191,0.0601741708815,-0.00125805346761
2020/11/26/18:34:31.923285,35,1606412071,922897100,,-0.484962970018,0.0601478517056,-0.00136774312705
2020/11/26/18:34:31.943298,36,1606412071,942881107,,-0.483761250973,0.0601194277406,-0.00147704908159
2020/11/26/18:34:31.963329,37,1606412071,962896108,,-0.482558250427,0.0600887686014,-0.00158647063654
2020/11/26/18:34:31.983085,38,1606412071,982846975,,-0.481359928846,0.0600560344756,-0.00169546855614
2020/11/26/18:34:32.003074,39,1606412072,2830028,,-0.480160295963,0.0600210689008,-0.00180458463728
2020/11/26/18:34:32.023754,40,1606412072,22942066,,-0.478952258825,0.0599836297333,-0.00191446521785
