time,.data
2020/11/26/18:50:42.201862,0.743294606474
2020/11/26/18:50:42.220613,0.743940646082
2020/11/26/18:50:42.240550,0.682415943494
2020/11/26/18:50:42.260488,0.683022296871
2020/11/26/18:50:42.280563,0.722219629146
2020/11/26/18:50:42.300546,0.722847131108
2020/11/26/18:50:42.321161,0.80086724097
2020/11/26/18:50:42.340677,0.801525366458
2020/11/26/18:50:42.360627,0.905005401166
2020/11/26/18:50:42.380571,0.905705135149
2020/11/26/18:50:42.400527,0.842285037948
2020/11/26/18:50:42.420561,0.842953842489
2020/11/26/18:50:42.440684,0.843623277442
2020/11/26/18:50:42.460531,0.77424310063
2020/11/26/18:50:42.480612,0.774891505851
2020/11/26/18:50:42.500680,0.569924331322
2020/11/26/18:50:42.520552,0.57049149103
2020/11/26/18:50:42.540826,0.634616464973
2020/11/26/18:50:42.560796,0.635221847036
2020/11/26/18:50:42.580890,0.681905583275
2020/11/26/18:50:42.600729,0.682523739347
2020/11/26/18:50:42.620607,0.635100486084
2020/11/26/18:50:42.640680,0.635686805447
2020/11/26/18:50:42.660772,0.636274322638
2020/11/26/18:50:42.680804,0.663825571772
2020/11/26/18:50:42.700624,0.664425193406
2020/11/26/18:50:42.721163,0.633577780501
2020/11/26/18:50:42.740932,0.634155082184
2020/11/26/18:50:42.760650,0.617522799572
2020/11/26/18:50:42.780901,0.618090351422
2020/11/26/18:50:42.800807,0.581488447146
2020/11/26/18:50:42.820748,0.582037511057
2020/11/26/18:50:42.840647,0.705288861831
2020/11/26/18:50:42.860837,0.705885112522
2020/11/26/18:50:42.880746,0.706484228159
2020/11/26/18:50:42.900666,0.64478238655
2020/11/26/18:50:42.920527,0.645338763995
2020/11/26/18:50:42.940551,0.620265472246
2020/11/26/18:50:42.960565,0.620810514976
2020/11/26/18:50:42.980548,0.647649256154
2020/11/26/18:50:43.000603,0.648205859332
2020/11/26/18:50:43.020883,0.775987215115
2020/11/26/18:50:43.040878,0.77659159687
2020/11/26/18:50:43.060582,0.66098247699
2020/11/26/18:50:43.080897,0.661529487948
2020/11/26/18:50:43.100654,0.66207576245
2020/11/26/18:50:43.120648,0.759152996996
2020/11/26/18:50:43.140768,0.759753616372
2020/11/26/18:50:43.160534,0.58927540919
2020/11/26/18:50:43.180696,0.589791342657
2020/11/26/18:50:43.200644,0.704463250887
2020/11/26/18:50:43.220683,0.705040958665
2020/11/26/18:50:43.240835,0.635385734926
2020/11/26/18:50:43.260622,0.635921850582
2020/11/26/18:50:43.280488,0.608239299829
2020/11/26/18:50:43.300515,0.60876622057
2020/11/26/18:50:43.320709,0.609292771173
2020/11/26/18:50:43.340703,0.635890608907
2020/11/26/18:50:43.360778,0.63642682689
2020/11/26/18:50:43.380645,0.649705912046
2020/11/26/18:50:43.400667,0.650242935852
2020/11/26/18:50:43.420778,0.63702082369
2020/11/26/18:50:43.440665,0.637547267643
2020/11/26/18:50:43.460512,0.619018778537
2020/11/26/18:50:43.480817,0.619536723596
2020/11/26/18:50:43.500660,0.620051186816
2020/11/26/18:50:43.521017,0.486114888104
2020/11/26/18:50:43.540649,0.486568490424
2020/11/26/18:50:43.560723,0.548241059106
2020/11/26/18:50:43.580751,0.548726667046
2020/11/26/18:50:43.600716,0.414633576754
2020/11/26/18:50:43.620919,0.415050641934
2020/11/26/18:50:43.640828,0.439599342705
2020/11/26/18:50:43.660692,0.440022365623
2020/11/26/18:50:43.680726,0.440445727205
2020/11/26/18:50:43.700629,0.607606020642
2020/11/26/18:50:43.720826,0.608091362426
2020/11/26/18:50:43.740809,0.469355830206
2020/11/26/18:50:43.760667,0.46975526295
2020/11/26/18:50:43.780655,0.50897087746
2020/11/26/18:50:43.800764,0.509395234818
2020/11/26/18:50:43.821099,0.644534821107
2020/11/26/18:50:43.840808,0.645006512015
2020/11/26/18:50:43.860762,0.65229638588
2020/11/26/18:50:43.880780,0.65276213914
2020/11/26/18:50:43.900729,0.585428664657
2020/11/26/18:50:43.921157,0.58586568775
2020/11/26/18:50:43.940752,0.586298605808
2020/11/26/18:50:43.960625,0.506040339539
2020/11/26/18:50:43.980609,0.506443125505
2020/11/26/18:50:44.000774,0.544735329021
2020/11/26/18:50:44.020564,0.54515833172
2020/11/26/18:50:44.040709,0.583250108889
2020/11/26/18:50:44.060557,0.583684610983
2020/11/26/18:50:44.080809,0.643179322795
2020/11/26/18:50:44.100715,0.643634675889
2020/11/26/18:50:44.120799,0.608722194238
2020/11/26/18:50:44.140799,0.609153202135
2020/11/26/18:50:44.160744,0.609588641192
2020/11/26/18:50:44.180759,0.442254866069
2020/11/26/18:50:44.200599,0.442618027669
2020/11/26/18:50:44.220626,0.491823496304
2020/11/26/18:50:44.241215,0.492216626185
2020/11/26/18:50:44.260626,0.53602347106
2020/11/26/18:50:44.280716,0.536427161482
2020/11/26/18:50:44.300676,0.555795474306
2020/11/26/18:50:44.320695,0.556200579142
2020/11/26/18:50:44.340613,0.556603504624
2020/11/26/18:50:44.360752,0.475465378381
2020/11/26/18:50:44.380570,0.475827614773
2020/11/26/18:50:44.400856,0.517981898601
2020/11/26/18:50:44.420805,0.518365499755
2020/11/26/18:50:44.440814,0.465203058973
2020/11/26/18:50:44.460911,0.465555192344
2020/11/26/18:50:44.480597,0.514211917446
2020/11/26/18:50:44.500580,0.514584294379
2020/11/26/18:50:44.521293,0.371148934799
2020/11/26/18:50:44.540708,0.371451044699
2020/11/26/18:50:44.560794,0.371750834102
2020/11/26/18:50:44.580662,0.47897772347
2020/11/26/18:50:44.600845,0.4793294661
2020/11/26/18:50:44.620773,0.395941372944
2020/11/26/18:50:44.640863,0.396242563266
2020/11/26/18:50:44.660565,0.284021690227
2020/11/26/18:50:44.680680,0.284272157861
2020/11/26/18:50:44.700661,0.518065953155
2020/11/26/18:50:44.720714,0.518418120139
2020/11/26/18:50:44.740609,0.518771434136
2020/11/26/18:50:44.760700,0.411271004337
2020/11/26/18:50:44.780678,0.411552036636
2020/11/26/18:50:44.800613,0.384303971101
2020/11/26/18:50:44.820575,0.384573756892
2020/11/26/18:50:44.840946,0.461374441381
2020/11/26/18:50:44.860782,0.461673616536
2020/11/26/18:50:44.880737,0.438812310606
2020/11/26/18:50:44.900610,0.43909295115
2020/11/26/18:50:44.920661,0.513208629927
2020/11/26/18:50:44.940678,0.513521254064
2020/11/26/18:50:44.960987,0.513833083409
2020/11/26/18:50:44.980614,0.414298258803
2020/11/26/18:50:45.000794,0.414558479932
2020/11/26/18:50:45.020544,0.403840784207
2020/11/26/18:50:45.040812,0.404100902885
2020/11/26/18:50:45.060713,0.432946866114
2020/11/26/18:50:45.080741,0.433217955389
2020/11/26/18:50:45.101087,0.308791083656
2020/11/26/18:50:45.120860,0.309001009923
2020/11/26/18:50:45.140603,0.394587342945
2020/11/26/18:50:45.160704,0.394838061125
2020/11/26/18:50:45.180598,0.395087690627
2020/11/26/18:50:45.200883,0.537218039559
2020/11/26/18:50:45.220893,0.537519625012
2020/11/26/18:50:45.240799,0.404519427223
2020/11/26/18:50:45.260586,0.404748504585
2020/11/26/18:50:45.280509,0.455375540384
2020/11/26/18:50:45.300606,0.455635916741
2020/11/26/18:50:45.320958,0.511546383473
2020/11/26/18:50:45.340771,0.511826250553
2020/11/26/18:50:45.360970,0.512106218082
2020/11/26/18:50:45.380771,0.474967946955
2020/11/26/18:50:45.400788,0.4752287921
2020/11/26/18:50:45.420823,0.398593478723
2020/11/26/18:50:45.440708,0.398822969661
2020/11/26/18:50:45.460766,0.411514693657
2020/11/26/18:50:45.480545,0.411754170745
2020/11/26/18:50:45.500665,0.396386060961
2020/11/26/18:50:45.520727,1.0
2020/11/26/18:50:45.540514,1.0
2020/11/26/18:50:45.560645,1.0
2020/11/26/18:50:45.581198,1.0
2020/11/26/18:50:45.601264,1.0
2020/11/26/18:50:45.621126,1.0
2020/11/26/18:50:45.640694,1.0
2020/11/26/18:50:45.660797,1.0
2020/11/26/18:50:45.680627,1.0
2020/11/26/18:50:45.701508,1.0
2020/11/26/18:50:45.720742,1.0
2020/11/26/18:50:45.740572,1.0
2020/11/26/18:50:45.760845,1.0
2020/11/26/18:50:45.780499,1.0
2020/11/26/18:50:45.801341,1.0
2020/11/26/18:50:45.820887,1.0
2020/11/26/18:50:45.840591,1.0
2020/11/26/18:50:45.860711,1.0
2020/11/26/18:50:45.880600,1.0
2020/11/26/18:50:45.900646,1.0
2020/11/26/18:50:45.921121,1.0
2020/11/26/18:50:45.940720,1.0
2020/11/26/18:50:45.961245,1.0
2020/11/26/18:50:45.980927,1.0
2020/11/26/18:50:46.000693,1.0
2020/11/26/18:50:46.020936,1.0
2020/11/26/18:50:46.040856,1.0
2020/11/26/18:50:46.061380,1.0
2020/11/26/18:50:46.080839,1.0
2020/11/26/18:50:46.100708,1.0
2020/11/26/18:50:46.120971,1.0
2020/11/26/18:50:46.140972,0.941181348897
2020/11/26/18:50:46.160861,0.941632926463
2020/11/26/18:50:46.180814,0.963329598032
2020/11/26/18:50:46.200859,0.98500715319
2020/11/26/18:50:46.222000,0.913887291027
2020/11/26/18:50:46.240681,0.935143152028
2020/11/26/18:50:46.260766,0.901850812219
2020/11/26/18:50:46.280827,0.92298488221
2020/11/26/18:50:46.300696,0.832003055957
2020/11/26/18:50:46.320848,0.852891261727
2020/11/26/18:50:46.341057,0.852626976678
2020/11/26/18:50:46.360728,0.873279161363
2020/11/26/18:50:46.381034,0.845910541889
2020/11/26/18:50:46.402325,0.866192590745
2020/11/26/18:50:46.420935,0.886492118768
2020/11/26/18:50:46.440685,1.0
2020/11/26/18:50:46.460951,1.0
2020/11/26/18:50:46.480555,1.0
2020/11/26/18:50:46.502124,1.0
2020/11/26/18:50:46.521265,1.0
2020/11/26/18:50:46.540594,1.0
2020/11/26/18:50:46.560710,1.0
2020/11/26/18:50:46.580536,1.0
2020/11/26/18:50:46.600895,1.0
2020/11/26/18:50:46.620730,1.0
2020/11/26/18:50:46.640709,1.0
2020/11/26/18:50:46.660667,0.948683759243
2020/11/26/18:50:46.680588,0.966882238823
2020/11/26/18:50:46.700671,0.99193986725
2020/11/26/18:50:46.721734,1.0
2020/11/26/18:50:46.740802,1.0
2020/11/26/18:50:46.760872,1.0
2020/11/26/18:50:46.780801,1.0
2020/11/26/18:50:46.800950,1.0
2020/11/26/18:50:46.821495,1.0
2020/11/26/18:50:46.840682,1.0
2020/11/26/18:50:46.860783,1.0
2020/11/26/18:50:46.880653,0.880899004082
2020/11/26/18:50:46.900578,0.897212612467
2020/11/26/18:50:46.921159,1.0
2020/11/26/18:50:46.940553,1.0
2020/11/26/18:50:46.960780,1.0
2020/11/26/18:50:46.981102,1.0
2020/11/26/18:50:47.000562,0.948764645509
