time,.header.seq,.header.stamp.secs,.header.stamp.nsecs,.header.frame_id,.position,.velocity
2020/11/26/17:37:40.672616,1,1606408660,672274112,,0.293920993805,-0.0517623089254
2020/11/26/17:37:40.692626,2,1606408660,692464113,,0.293920993805,-0.0517623089254
2020/11/26/17:37:40.712561,3,1606408660,712302923,,0.295965850353,-0.042998123914
2020/11/26/17:37:40.732599,4,1606408660,732357025,,0.295965850353,-0.042998123914
2020/11/26/17:37:40.752517,5,1606408660,752245903,,0.298010766506,-0.0281730182469
2020/11/26/17:37:40.772855,6,1606408660,772603034,,0.298010766506,-0.0281730182469
2020/11/26/17:37:40.792671,7,1606408660,792342901,,0.298010766506,-0.0281730182469
2020/11/26/17:37:40.812687,8,1606408660,812453031,,0.291876137257,-0.0326360426843
2020/11/26/17:37:40.832556,9,1606408660,832317113,,0.291876137257,-0.0326360426843
2020/11/26/17:37:40.852450,10,1606408660,852267026,,0.298010766506,-0.0146150328219
2020/11/26/17:37:40.872626,11,1606408660,872437953,,0.298010766506,-0.0146150328219
2020/11/26/17:37:40.892484,12,1606408660,892319917,,0.29085367918,-0.0225406810641
2020/11/26/17:37:40.912705,13,1606408660,912468910,,0.29085367918,-0.0225406810641
2020/11/26/17:37:40.932569,14,1606408660,932313919,,0.291876137257,-0.0192326456308
2020/11/26/17:37:40.952627,15,1606408660,952358961,,0.291876137257,-0.0192326456308
2020/11/26/17:37:40.972670,16,1606408660,972454071,,0.291876137257,-0.0192326456308
2020/11/26/17:37:40.992642,17,1606408660,992276906,,0.291876137257,-0.0148342903703
2020/11/26/17:37:41.012602,18,1606408661,12259006,,0.291876137257,-0.0148342903703
2020/11/26/17:37:41.032612,19,1606408661,32397031,,0.292898595333,-0.00848444271833
2020/11/26/17:37:41.052645,20,1606408661,52428960,,0.292898595333,-0.00848444271833
2020/11/26/17:37:41.072527,21,1606408661,72377920,,0.286763966084,-0.0191690381616
2020/11/26/17:37:41.092828,22,1606408661,92551946,,0.286763966084,-0.0191690381616
