time,.data
1970/01/01/01:00:00.620000,-1.0
1970/01/01/01:00:00.640000,-1.0
1970/01/01/01:00:00.661000,-1.0
1970/01/01/01:00:00.679000,-1.0
1970/01/01/01:00:00.700000,-1.0
1970/01/01/01:00:00.720000,-1.0
1970/01/01/01:00:00.740000,-1.0
1970/01/01/01:00:00.760000,-1.0
1970/01/01/01:00:00.780000,-1.0
1970/01/01/01:00:00.800000,-1.0
1970/01/01/01:00:00.820000,-1.0
1970/01/01/01:00:00.841000,-1.0
1970/01/01/01:00:00.860000,-1.0
1970/01/01/01:00:00.880000,-1.0
1970/01/01/01:00:00.900000,-1.0
1970/01/01/01:00:00.921000,-1.0
1970/01/01/01:00:00.940000,-1.0
1970/01/01/01:00:00.961000,-1.0
1970/01/01/01:00:00.980000,-1.0
1970/01/01/01:00:01.000000,-1.0
1970/01/01/01:00:01.021000,-1.0
1970/01/01/01:00:01.040000,-1.0
1970/01/01/01:00:01.061000,-0.846208523601
1970/01/01/01:00:01.080000,-0.573142892927
1970/01/01/01:00:01.101000,-0.548925626367
1970/01/01/01:00:01.121000,-0.400961447328
1970/01/01/01:00:01.141000,-0.391043024033
1970/01/01/01:00:01.160000,-0.513391240329
1970/01/01/01:00:01.181000,-0.614967069954
1970/01/01/01:00:01.201000,-0.82962202391
1970/01/01/01:00:01.220000,-1.0
1970/01/01/01:00:01.240000,-1.0
1970/01/01/01:00:01.261000,-1.0
1970/01/01/01:00:01.281000,-1.0
1970/01/01/01:00:01.300000,-1.0
1970/01/01/01:00:01.320000,-1.0
1970/01/01/01:00:01.340000,-1.0
1970/01/01/01:00:01.361000,-1.0
1970/01/01/01:00:01.380000,-1.0
1970/01/01/01:00:01.401000,-1.0
1970/01/01/01:00:01.421000,-1.0
1970/01/01/01:00:01.440000,-1.0
1970/01/01/01:00:01.461000,-1.0
1970/01/01/01:00:01.481000,-1.0
1970/01/01/01:00:01.500000,-1.0
1970/01/01/01:00:01.520000,-1.0
1970/01/01/01:00:01.540000,-1.0
1970/01/01/01:00:01.560000,-1.0
1970/01/01/01:00:01.580000,-1.0
1970/01/01/01:00:01.600000,-1.0
1970/01/01/01:00:01.621000,-1.0
1970/01/01/01:00:01.641000,-1.0
1970/01/01/01:00:01.661000,-1.0
1970/01/01/01:00:01.680000,-1.0
1970/01/01/01:00:01.701000,-1.0
1970/01/01/01:00:01.721000,-1.0
1970/01/01/01:00:01.740000,-1.0
1970/01/01/01:00:01.760000,-1.0
1970/01/01/01:00:01.780000,-1.0
1970/01/01/01:00:01.800000,-1.0
1970/01/01/01:00:01.820000,-1.0
1970/01/01/01:00:01.840000,-1.0
